Latitude (N),Longitude (E),Occator DTM (LAMO) (256 ppd)
19.876953125,241.220703125,6941.0
19.876953125,241.224609375,6940.0
19.876953125,241.22851562499997,6940.0
19.876953125,241.232421875,6939.0
19.876953125,241.236328125,6939.0
19.876953125,241.24023437499997,6939.0
19.876953125,241.244140625,6938.0
19.876953125,241.24804687499994,6938.0
19.876953125,241.251953125,6938.0
19.876953125,241.255859375,6937.0
19.876953125,241.259765625,6937.0
19.876953125,241.263671875,6937.0
19.876953125,241.267578125,6937.0
19.876953125,241.271484375,6937.0
19.876953125,241.275390625,6937.0
19.876953125,241.279296875,6938.0
19.876953125,241.283203125,6939.0
19.876953125,241.287109375,6940.0
19.876953125,241.291015625,6941.0
19.876953125,241.294921875,6942.0
19.876953125,241.29882812499997,6943.0
19.876953124999996,241.302734375,6944.0
19.876953125,241.306640625,6945.0
19.876953125,241.310546875,6945.0
19.876953125,241.314453125,6946.0
19.876953125,241.31835937499997,6947.0
19.876953125,241.322265625,6947.0
19.876953125,241.326171875,6948.0
19.876953125,241.33007812499997,6949.0
19.876953125,241.333984375,6950.0
19.876953125,241.337890625,6950.0
19.876953125,241.341796875,6951.0
19.876953125,241.345703125,6952.0
19.876953125,241.34960937499997,6953.0
19.876953125,241.353515625,6954.0
19.876953125,241.357421875,6955.0
19.876953125,241.36132812499997,6957.0
19.876953125,241.365234375,6958.0
19.876953125,241.36914062499994,6959.0
19.876953125,241.373046875,6961.0
19.876953125,241.376953125,6962.0
19.876953125,241.380859375,6963.0
19.876953125,241.384765625,6964.0
19.876953125,241.388671875,6965.0
19.876953125,241.392578125,6966.0
19.876953125,241.396484375,6967.0
19.876953125,241.40039062499997,6968.0
19.876953125,241.404296875,6969.0
19.876953125,241.408203125,6970.0
19.876953125,241.412109375,6971.0
19.876953125,241.416015625,6971.0
19.876953125,241.419921875,6971.0
19.876953125,241.423828125,6971.0
19.876953125,241.427734375,6971.0
19.876953125,241.43164062499997,6971.0
19.876953125,241.435546875,6970.0
19.876953125,241.439453125,6970.0
19.876953125,241.443359375,6971.0
19.876953125,241.447265625,6971.0
19.876953124999996,241.45117187499997,6971.0
19.876953125,241.455078125,6971.0
19.876953125,241.458984375,6971.0
19.876953125,241.46289062499997,6970.0
19.876953125,241.466796875,6970.0
19.876953125,241.470703125,6970.0
19.876953125,241.474609375,6971.0
19.873046875,241.193359375,6942.0
19.873046874999996,241.19726562499997,6942.0
19.873046875,241.201171875,6942.0
19.873046875,241.20507812499997,6942.0
19.873046875,241.20898437499997,6943.0
19.873046875,241.212890625,6943.0
19.873046875,241.21679687499994,6942.0
19.873046874999996,241.220703125,6942.0
19.873046875,241.224609375,6942.0
19.873046875,241.22851562499997,6941.0
19.873046875,241.232421875,6941.0
19.873046875,241.236328125,6940.0
19.873046874999996,241.24023437499997,6940.0
19.873046874999996,241.244140625,6939.0
19.873046874999996,241.24804687499994,6939.0
19.873046875,241.251953125,6939.0
19.873046874999996,241.255859375,6938.0
19.873046875,241.259765625,6938.0
19.873046874999996,241.263671875,6937.0
19.873046875,241.26757812499997,6937.0
19.873046875,241.271484375,6937.0
19.873046875,241.275390625,6937.0
19.873046874999996,241.279296875,6938.0
19.873046875,241.283203125,6939.0
19.873046875,241.287109375,6940.0
19.873046875,241.291015625,6941.0
19.873046874999996,241.294921875,6942.0
19.873046875,241.29882812499997,6943.0
19.873046875,241.302734375,6944.0
19.873046875,241.306640625,6945.0
19.873046875,241.310546875,6946.0
19.873046874999996,241.314453125,6947.0
19.873046875,241.31835937499997,6947.0
19.873046875,241.322265625,6948.0
19.873046875,241.326171875,6949.0
19.873046875,241.33007812499997,6950.0
19.873046875,241.333984375,6951.0
19.873046875,241.337890625,6952.0
19.873046875,241.341796875,6953.0
19.873046874999996,241.345703125,6954.0
19.873046875,241.349609375,6955.0
19.873046875,241.353515625,6956.0
19.873046874999996,241.357421875,6957.0
19.873046875,241.36132812499997,6958.0
19.873046875,241.365234375,6960.0
19.873046875,241.36914062499994,6961.0
19.873046875,241.373046875,6962.0
19.873046875,241.376953125,6964.0
19.873046874999996,241.380859375,6965.0
19.873046875,241.384765625,6965.0
19.873046875,241.388671875,6966.0
19.873046875,241.392578125,6967.0
19.873046874999996,241.396484375,6968.0
19.873046874999996,241.40039062499997,6969.0
19.873046875,241.404296875,6970.0
19.873046875,241.408203125,6971.0
19.873046875,241.412109375,6972.0
19.873046875,241.416015625,6972.0
19.873046875,241.419921875,6972.0
19.873046875,241.423828125,6972.0
19.873046875,241.427734375,6972.0
19.873046874999996,241.43164062499997,6972.0
19.873046875,241.435546875,6972.0
19.873046874999996,241.439453125,6972.0
19.873046875,241.443359375,6972.0
19.873046875,241.447265625,6972.0
19.873046875,241.451171875,6973.0
19.873046875,241.455078125,6972.0
19.873046874999996,241.458984375,6972.0
19.873046874999996,241.46289062499997,6972.0
19.873046875,241.466796875,6971.0
19.873046875,241.470703125,6971.0
19.873046874999996,241.474609375,6972.0
19.869140625,241.193359375,6943.0
19.869140624999996,241.19726562499997,6942.0
19.869140624999996,241.201171875,6942.0
19.869140624999996,241.205078125,6943.0
19.869140624999996,241.20898437499997,6943.0
19.869140625,241.212890625,6943.0
19.869140625,241.21679687499994,6943.0
19.869140624999996,241.220703125,6943.0
19.869140625,241.224609375,6943.0
19.869140624999996,241.22851562499997,6943.0
19.869140625,241.232421875,6942.0
19.869140625,241.236328125,6942.0
19.869140624999996,241.24023437499997,6941.0
19.869140624999996,241.244140625,6941.0
19.869140624999996,241.24804687499994,6940.0
19.869140625,241.251953125,6940.0
19.869140624999996,241.255859375,6939.0
19.869140624999996,241.259765625,6939.0
19.869140625,241.263671875,6938.0
19.869140625,241.267578125,6938.0
19.869140625,241.271484375,6938.0
19.869140624999996,241.275390625,6938.0
19.869140624999996,241.279296875,6938.0
19.869140625,241.283203125,6939.0
19.869140624999996,241.287109375,6940.0
19.869140625,241.291015625,6941.0
19.869140624999996,241.294921875,6942.0
19.869140624999996,241.298828125,6943.0
19.869140624999996,241.302734375,6944.0
19.869140624999996,241.306640625,6945.0
19.869140625,241.310546875,6946.0
19.869140625,241.314453125,6947.0
19.869140625,241.31835937499997,6948.0
19.869140624999996,241.322265625,6949.0
19.869140625,241.326171875,6950.0
19.869140624999996,241.33007812499997,6952.0
19.869140624999996,241.333984375,6953.0
19.869140625,241.337890625,6954.0
19.869140624999996,241.341796875,6955.0
19.869140624999996,241.345703125,6956.0
19.869140625,241.34960937499997,6957.0
19.869140625,241.353515625,6958.0
19.869140624999996,241.357421875,6959.0
19.869140625,241.36132812499997,6960.0
19.869140624999996,241.365234375,6961.0
19.869140624999996,241.36914062499994,6963.0
19.869140625,241.373046875,6964.0
19.869140625,241.376953125,6965.0
19.869140624999996,241.380859375,6966.0
19.869140624999996,241.384765625,6967.0
19.869140624999996,241.388671875,6967.0
19.869140625,241.392578125,6968.0
19.869140625,241.39648437499997,6969.0
19.869140624999996,241.40039062499997,6970.0
19.869140625,241.404296875,6971.0
19.869140625,241.408203125,6972.0
19.869140624999996,241.412109375,6972.0
19.869140625,241.416015625,6973.0
19.869140624999996,241.419921875,6973.0
19.869140625,241.423828125,6973.0
19.869140625,241.427734375,6973.0
19.869140624999996,241.43164062499997,6973.0
19.869140624999996,241.435546875,6973.0
19.869140624999996,241.439453125,6974.0
19.869140624999996,241.443359375,6974.0
19.869140624999996,241.447265625,6974.0
19.869140624999996,241.45117187499997,6974.0
19.869140625,241.455078125,6974.0
19.869140625,241.458984375,6974.0
19.869140624999996,241.46289062499997,6973.0
19.869140624999996,241.466796875,6973.0
19.869140625,241.470703125,6973.0
19.869140624999996,241.474609375,6973.0
19.865234375000004,241.193359375,6943.0
19.865234375000004,241.19726562499997,6943.0
19.865234375,241.201171875,6943.0
19.865234375,241.205078125,6943.0
19.865234375000004,241.20898437499997,6944.0
19.865234375000004,241.212890625,6944.0
19.865234375000004,241.21679687499994,6945.0
19.865234375000004,241.220703125,6945.0
19.865234375000004,241.224609375,6944.0
19.865234375,241.22851562499997,6944.0
19.865234375000004,241.232421875,6944.0
19.865234375000004,241.236328125,6943.0
19.865234375000004,241.24023437499997,6943.0
19.865234375,241.244140625,6942.0
19.865234375,241.24804687499994,6941.0
19.865234375000004,241.251953125,6941.0
19.865234375000004,241.255859375,6940.0
19.865234375,241.259765625,6940.0
19.865234375000004,241.263671875,6939.0
19.865234375000004,241.267578125,6939.0
19.865234375000004,241.271484375,6939.0
19.865234375000004,241.275390625,6939.0
19.865234375000004,241.279296875,6939.0
19.865234375000004,241.283203125,6940.0
19.865234375000004,241.287109375,6941.0
19.865234375000004,241.291015625,6942.0
19.865234375,241.294921875,6943.0
19.865234375000004,241.29882812499997,6944.0
19.865234375,241.302734375,6945.0
19.865234375000004,241.306640625,6946.0
19.865234375000004,241.310546875,6947.0
19.865234375,241.314453125,6948.0
19.865234375000004,241.31835937499997,6949.0
19.865234375000004,241.322265625,6950.0
19.865234375000004,241.326171875,6951.0
19.865234375000004,241.33007812499997,6953.0
19.865234375000004,241.333984375,6954.0
19.865234375000004,241.337890625,6956.0
19.865234375,241.341796875,6957.0
19.865234375,241.345703125,6958.0
19.865234375000004,241.349609375,6959.0
19.865234375000004,241.353515625,6960.0
19.865234375000004,241.357421875,6961.0
19.865234375000004,241.36132812499997,6962.0
19.865234375,241.365234375,6963.0
19.865234375000004,241.36914062499994,6964.0
19.865234375000004,241.373046875,6965.0
19.865234375,241.376953125,6966.0
19.865234375000004,241.380859375,6967.0
19.865234375000004,241.384765625,6968.0
19.865234375000004,241.388671875,6969.0
19.865234375000004,241.392578125,6969.0
19.865234375000004,241.396484375,6970.0
19.865234375000004,241.40039062499997,6971.0
19.865234375000004,241.404296875,6972.0
19.865234375000004,241.408203125,6973.0
19.865234375000004,241.412109375,6973.0
19.865234375000004,241.416015625,6974.0
19.865234375,241.419921875,6974.0
19.865234375000004,241.423828125,6975.0
19.865234375000004,241.427734375,6975.0
19.865234375000004,241.43164062499997,6975.0
19.865234375000004,241.435546875,6975.0
19.865234375,241.439453125,6975.0
19.865234375000004,241.443359375,6976.0
19.865234375000004,241.447265625,6976.0
19.865234375,241.45117187499997,6976.0
19.865234375000004,241.455078125,6976.0
19.865234375,241.458984375,6976.0
19.865234375000004,241.46289062499997,6975.0
19.865234375,241.466796875,6975.0
19.865234375000004,241.470703125,6975.0
19.865234375,241.474609375,6975.0
19.861328125000004,241.193359375,6943.0
19.861328125,241.19726562499997,6943.0
19.861328125000004,241.201171875,6943.0
19.861328125,241.20507812499997,6944.0
19.861328125000004,241.20898437499997,6945.0
19.861328125,241.212890625,6945.0
19.861328125000004,241.21679687499994,6946.0
19.861328125000004,241.220703125,6946.0
19.861328125000004,241.224609375,6946.0
19.861328125,241.22851562499997,6946.0
19.861328125000004,241.232421875,6945.0
19.861328125000004,241.236328125,6945.0
19.861328125000004,241.24023437499997,6944.0
19.861328125,241.244140625,6943.0
19.861328125,241.24804687499994,6943.0
19.861328125000004,241.251953125,6942.0
19.861328125000004,241.255859375,6941.0
19.861328125000004,241.259765625,6941.0
19.861328125000004,241.263671875,6940.0
19.861328125000004,241.267578125,6940.0
19.861328125000004,241.271484375,6939.0
19.861328125000004,241.275390625,6939.0
19.861328125,241.279296875,6940.0
19.861328125000004,241.283203125,6940.0
19.861328125000004,241.287109375,6941.0
19.861328125000004,241.291015625,6942.0
19.861328125000004,241.294921875,6943.0
19.861328125000004,241.29882812499997,6945.0
19.861328125,241.302734375,6945.0
19.861328125000004,241.306640625,6946.0
19.861328125000004,241.310546875,6947.0
19.861328125000004,241.314453125,6948.0
19.861328125000004,241.31835937499997,6950.0
19.861328125000004,241.322265625,6951.0
19.861328125,241.326171875,6953.0
19.861328125000004,241.33007812499997,6954.0
19.861328125000004,241.333984375,6956.0
19.861328125000004,241.337890625,6957.0
19.861328125000004,241.341796875,6959.0
19.861328125000004,241.345703125,6960.0
19.861328125000004,241.349609375,6961.0
19.861328125000004,241.353515625,6962.0
19.861328125000004,241.357421875,6963.0
19.861328125000004,241.36132812499997,6964.0
19.861328125000004,241.365234375,6964.0
19.861328125,241.36914062499994,6966.0
19.861328125000004,241.373046875,6967.0
19.861328125000004,241.376953125,6968.0
19.861328125000004,241.380859375,6968.0
19.861328125000004,241.384765625,6969.0
19.861328125000004,241.388671875,6970.0
19.861328125000004,241.392578125,6971.0
19.861328125000004,241.39648437499997,6971.0
19.861328125,241.40039062499997,6972.0
19.861328125,241.404296875,6973.0
19.861328125000004,241.408203125,6974.0
19.861328125000004,241.412109375,6975.0
19.861328125000004,241.416015625,6975.0
19.861328125000004,241.41992187499997,6976.0
19.861328125000004,241.423828125,6976.0
19.861328125000004,241.427734375,6977.0
19.861328125000004,241.43164062499997,6977.0
19.861328125000004,241.435546875,6977.0
19.861328125000004,241.439453125,6977.0
19.861328125000004,241.443359375,6977.0
19.861328125,241.447265625,6978.0
19.861328125,241.451171875,6978.0
19.861328125000004,241.455078125,6978.0
19.861328125000004,241.458984375,6978.0
19.861328125,241.46289062499997,6977.0
19.861328125000004,241.466796875,6977.0
19.861328125000004,241.470703125,6977.0
19.861328125,241.474609375,6976.0
19.857421875000004,241.193359375,6944.0
19.857421875000004,241.19726562499997,6943.0
19.857421875000004,241.201171875,6944.0
19.857421875000004,241.20507812499997,6944.0
19.857421875000004,241.20898437499997,6945.0
19.857421875000004,241.212890625,6946.0
19.857421875000004,241.21679687499994,6947.0
19.857421875000004,241.220703125,6947.0
19.857421875000004,241.224609375,6947.0
19.857421875000004,241.22851562499997,6947.0
19.857421875000004,241.232421875,6947.0
19.857421875000004,241.236328125,6946.0
19.857421875000004,241.24023437499997,6946.0
19.857421875000004,241.244140625,6945.0
19.857421875000004,241.24804687499994,6944.0
19.857421875000004,241.251953125,6944.0
19.857421875000004,241.255859375,6943.0
19.857421875000004,241.259765625,6942.0
19.857421875000004,241.263671875,6941.0
19.857421875000004,241.26757812499997,6941.0
19.857421875000004,241.271484375,6940.0
19.857421875000004,241.275390625,6940.0
19.857421875000004,241.279296875,6941.0
19.857421875000004,241.283203125,6941.0
19.857421875000004,241.287109375,6942.0
19.857421875000004,241.291015625,6943.0
19.857421875000004,241.294921875,6945.0
19.857421875000004,241.29882812499997,6946.0
19.857421875000004,241.302734375,6946.0
19.857421875000004,241.306640625,6947.0
19.857421875000004,241.310546875,6948.0
19.857421875000004,241.314453125,6949.0
19.857421875000004,241.31835937499997,6951.0
19.857421875000004,241.322265625,6952.0
19.857421875000004,241.326171875,6954.0
19.857421875000004,241.33007812499997,6956.0
19.857421875000004,241.333984375,6957.0
19.857421875000004,241.337890625,6959.0
19.857421875000004,241.341796875,6960.0
19.857421875000004,241.345703125,6961.0
19.857421875000004,241.34960937499997,6962.0
19.857421875000004,241.353515625,6963.0
19.857421875000004,241.357421875,6964.0
19.857421875000004,241.36132812499997,6965.0
19.857421875000004,241.365234375,6966.0
19.857421875000004,241.36914062499994,6967.0
19.857421875000004,241.373046875,6968.0
19.857421875000004,241.376953125,6969.0
19.857421875000004,241.380859375,6970.0
19.857421875000004,241.384765625,6971.0
19.857421875000004,241.388671875,6971.0
19.857421875000004,241.392578125,6972.0
19.857421875000004,241.396484375,6973.0
19.857421875000004,241.40039062499997,6973.0
19.857421875000004,241.404296875,6974.0
19.857421875000004,241.408203125,6975.0
19.857421875000004,241.412109375,6976.0
19.857421875000004,241.416015625,6977.0
19.857421875000004,241.419921875,6978.0
19.857421875000004,241.423828125,6978.0
19.857421875000004,241.427734375,6978.0
19.857421875000004,241.43164062499997,6979.0
19.857421875000004,241.435546875,6979.0
19.857421875000004,241.439453125,6979.0
19.857421875000004,241.443359375,6979.0
19.857421875000004,241.447265625,6980.0
19.857421875000004,241.45117187499997,6980.0
19.857421875000004,241.455078125,6980.0
19.857421875000004,241.458984375,6980.0
19.857421875000004,241.46289062499997,6980.0
19.857421875000004,241.466796875,6979.0
19.857421875000004,241.470703125,6979.0
19.857421875000004,241.474609375,6978.0
19.853515625,241.193359375,6944.0
19.853515625,241.19726562499997,6944.0
19.853515625,241.201171875,6944.0
19.853515625,241.205078125,6945.0
19.853515625,241.20898437499997,6946.0
19.853515625,241.212890625,6947.0
19.853515625,241.21679687499994,6948.0
19.853515625,241.220703125,6948.0
19.853515625,241.224609375,6949.0
19.853515625,241.22851562499997,6949.0
19.853515625,241.232421875,6948.0
19.853515625,241.236328125,6948.0
19.853515625,241.24023437499997,6947.0
19.853515625,241.244140625,6947.0
19.853515625,241.24804687499994,6946.0
19.853515625,241.251953125,6945.0
